binary,function,instructions,basic_blocks,edges,calls,indirect_calls,unsafe_call_count,has_unsafe_call,loops,cyclomatic_complexity,avg_bb_size,max_bb_size,mem_ops,stack_ops,cond_jumps,ret_count,label
arm_stack_safe_0_x86_O1,sub_4010f1,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_0_x86_O1,frame_dummy,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,0,0
arm_stack_safe_0_x86_O1,safe,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,1,0
arm_stack_safe_0_x86_O1,main,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,1,0
arm_stack_safe_0_x86_O2,main,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,1,0
arm_stack_safe_0_x86_O2,sub_401023,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_0_x86_O2,sub_401051,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_safe_0_x86_O2,sub_401052,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_0_x86_O2,sub_401061,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_0_x86_O2,sub_40108e,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_safe_0_x86_O2,sub_401091,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_0_x86_O2,sub_4010d1,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_0_x86_O2,sub_4010ff,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_safe_0_x86_O2,sub_401101,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_0_x86_O2,frame_dummy,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,0,0
arm_stack_safe_0_x86_O2,sub_401116,1,1,0,0,0,0,0,0,1,1.0,1,1,0,0,0,0
arm_stack_safe_0_x86_O2,safe,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,1,0
arm_stack_safe_0_x86_O3,main,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,1,0
arm_stack_safe_0_x86_O3,sub_401023,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_0_x86_O3,sub_401051,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_safe_0_x86_O3,sub_401052,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_0_x86_O3,sub_401061,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_0_x86_O3,sub_40108e,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_safe_0_x86_O3,sub_401091,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_0_x86_O3,sub_4010d1,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_0_x86_O3,sub_4010ff,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_safe_0_x86_O3,sub_401101,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_0_x86_O3,frame_dummy,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,0,0
arm_stack_safe_0_x86_O3,sub_401116,1,1,0,0,0,0,0,0,1,1.0,1,1,0,0,0,0
arm_stack_safe_0_x86_O3,safe,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,1,0
arm_stack_safe_1_x86_O0,sub_401020,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_1_x86_O0,sub_40102c,1,1,0,0,0,0,0,0,1,1.0,1,1,0,0,0,0
arm_stack_safe_1_x86_O0,sub_401061,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_safe_1_x86_O0,sub_401062,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_1_x86_O0,sub_401071,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_1_x86_O0,sub_40109e,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_safe_1_x86_O0,sub_4010a1,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_1_x86_O0,sub_4010e1,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_1_x86_O0,sub_40110f,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_safe_1_x86_O0,sub_401111,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_1_x86_O0,frame_dummy,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,0,0
arm_stack_safe_1_x86_O0,safe,10,1,0,1,0,1,1,0,1,10.0,10,3,3,0,0,0
arm_stack_safe_1_x86_O0,sub_40114a,4,1,0,0,0,0,0,0,1,4.0,4,1,1,0,1,0
arm_stack_safe_1_x86_O0,main,15,3,2,1,0,0,0,0,1,5.0,7,5,4,1,1,0
arm_stack_safe_1_x86_O1,sub_401041,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_safe_1_x86_O1,sub_401042,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_1_x86_O1,sub_401051,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_1_x86_O1,sub_40107e,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_safe_1_x86_O1,sub_401081,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_1_x86_O1,sub_4010c1,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_1_x86_O1,sub_4010ef,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_safe_1_x86_O1,sub_4010f1,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_1_x86_O1,frame_dummy,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,0,0
arm_stack_safe_1_x86_O1,safe,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,1,0
arm_stack_safe_1_x86_O1,main,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,1,0
arm_stack_safe_1_x86_O2,main,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,1,0
arm_stack_safe_1_x86_O2,sub_401023,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_1_x86_O2,sub_401051,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_safe_1_x86_O2,sub_401052,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_1_x86_O2,sub_401061,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_1_x86_O2,sub_40108e,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_safe_1_x86_O2,sub_401091,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_1_x86_O2,sub_4010d1,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_1_x86_O2,sub_4010ff,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_safe_1_x86_O2,sub_401101,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_1_x86_O2,frame_dummy,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,0,0
arm_stack_safe_1_x86_O2,sub_401116,1,1,0,0,0,0,0,0,1,1.0,1,1,0,0,0,0
arm_stack_safe_1_x86_O2,safe,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,1,0
arm_stack_safe_1_x86_O3,main,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,1,0
arm_stack_safe_1_x86_O3,sub_401023,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_1_x86_O3,sub_401051,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_safe_1_x86_O3,sub_401052,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_1_x86_O3,sub_401061,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_1_x86_O3,sub_40108e,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_safe_1_x86_O3,sub_401091,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_1_x86_O3,sub_4010d1,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_1_x86_O3,sub_4010ff,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_safe_1_x86_O3,sub_401101,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_1_x86_O3,frame_dummy,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,0,0
arm_stack_safe_1_x86_O3,sub_401116,1,1,0,0,0,0,0,0,1,1.0,1,1,0,0,0,0
arm_stack_safe_1_x86_O3,safe,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,1,0
arm_stack_safe_2_x86_O0,sub_401020,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_2_x86_O0,sub_40102c,1,1,0,0,0,0,0,0,1,1.0,1,1,0,0,0,0
arm_stack_safe_2_x86_O0,sub_401061,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_safe_2_x86_O0,sub_401062,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_2_x86_O0,sub_401071,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_2_x86_O0,sub_40109e,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_safe_2_x86_O0,sub_4010a1,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_2_x86_O0,sub_4010e1,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_2_x86_O0,sub_40110f,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_safe_2_x86_O0,sub_401111,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_2_x86_O0,frame_dummy,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,0,0
arm_stack_safe_2_x86_O0,safe,10,1,0,1,0,1,1,0,1,10.0,10,3,3,0,0,0
arm_stack_safe_2_x86_O0,sub_40114a,4,1,0,0,0,0,0,0,1,4.0,4,1,1,0,1,0
arm_stack_safe_2_x86_O0,main,15,3,2,1,0,0,0,0,1,5.0,7,5,4,1,1,0
arm_stack_safe_2_x86_O1,sub_401041,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_safe_2_x86_O1,sub_401042,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_2_x86_O1,sub_401051,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_2_x86_O1,sub_40107e,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_safe_2_x86_O1,sub_401081,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_2_x86_O1,sub_4010c1,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_2_x86_O1,sub_4010ef,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_safe_2_x86_O1,sub_4010f1,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_2_x86_O1,frame_dummy,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,0,0
arm_stack_safe_2_x86_O1,safe,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,1,0
arm_stack_safe_2_x86_O1,main,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,1,0
arm_stack_safe_2_x86_O2,main,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,1,0
arm_stack_safe_2_x86_O2,sub_401023,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_2_x86_O2,sub_401051,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_safe_2_x86_O2,sub_401052,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_2_x86_O2,sub_401061,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_2_x86_O2,sub_40108e,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_safe_2_x86_O2,sub_401091,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_2_x86_O2,sub_4010d1,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_2_x86_O2,sub_4010ff,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_safe_2_x86_O2,sub_401101,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_2_x86_O2,frame_dummy,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,0,0
arm_stack_safe_2_x86_O2,sub_401116,1,1,0,0,0,0,0,0,1,1.0,1,1,0,0,0,0
arm_stack_safe_2_x86_O2,safe,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,1,0
arm_stack_safe_2_x86_O3,main,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,1,0
arm_stack_safe_2_x86_O3,sub_401023,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_2_x86_O3,sub_401051,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_safe_2_x86_O3,sub_401052,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_2_x86_O3,sub_401061,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_2_x86_O3,sub_40108e,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_safe_2_x86_O3,sub_401091,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_2_x86_O3,sub_4010d1,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_2_x86_O3,sub_4010ff,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_safe_2_x86_O3,sub_401101,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_2_x86_O3,frame_dummy,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,0,0
arm_stack_safe_2_x86_O3,sub_401116,1,1,0,0,0,0,0,0,1,1.0,1,1,0,0,0,0
arm_stack_safe_2_x86_O3,safe,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,1,0
arm_stack_safe_3_x86_O0,sub_401020,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_3_x86_O0,sub_40102c,1,1,0,0,0,0,0,0,1,1.0,1,1,0,0,0,0
arm_stack_safe_3_x86_O0,sub_401061,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_safe_3_x86_O0,sub_401062,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_3_x86_O0,sub_401071,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_3_x86_O0,sub_40109e,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_safe_3_x86_O0,sub_4010a1,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_3_x86_O0,sub_4010e1,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_3_x86_O0,sub_40110f,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_safe_3_x86_O0,sub_401111,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_3_x86_O0,frame_dummy,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,0,0
arm_stack_safe_3_x86_O0,safe,10,1,0,1,0,1,1,0,1,10.0,10,3,3,0,0,0
arm_stack_safe_3_x86_O0,sub_40114a,4,1,0,0,0,0,0,0,1,4.0,4,1,1,0,1,0
arm_stack_safe_3_x86_O0,main,15,3,2,1,0,0,0,0,1,5.0,7,5,4,1,1,0
arm_stack_safe_3_x86_O1,sub_401041,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_safe_3_x86_O1,sub_401042,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_3_x86_O1,sub_401051,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_3_x86_O1,sub_40107e,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_safe_3_x86_O1,sub_401081,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_3_x86_O1,sub_4010c1,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_3_x86_O1,sub_4010ef,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_safe_3_x86_O1,sub_4010f1,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_3_x86_O1,frame_dummy,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,0,0
arm_stack_safe_3_x86_O1,safe,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,1,0
arm_stack_safe_3_x86_O1,main,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,1,0
arm_stack_safe_3_x86_O2,main,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,1,0
arm_stack_safe_3_x86_O2,sub_401023,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_3_x86_O2,sub_401051,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_safe_3_x86_O2,sub_401052,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_3_x86_O2,sub_401061,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_3_x86_O2,sub_40108e,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_safe_3_x86_O2,sub_401091,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_3_x86_O2,sub_4010d1,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_3_x86_O2,sub_4010ff,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_safe_3_x86_O2,sub_401101,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_3_x86_O2,frame_dummy,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,0,0
arm_stack_safe_3_x86_O2,sub_401116,1,1,0,0,0,0,0,0,1,1.0,1,1,0,0,0,0
arm_stack_safe_3_x86_O2,safe,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,1,0
arm_stack_safe_3_x86_O3,main,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,1,0
arm_stack_safe_3_x86_O3,sub_401023,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_3_x86_O3,sub_401051,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_safe_3_x86_O3,sub_401052,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_3_x86_O3,sub_401061,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_3_x86_O3,sub_40108e,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_safe_3_x86_O3,sub_401091,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_3_x86_O3,sub_4010d1,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_3_x86_O3,sub_4010ff,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_safe_3_x86_O3,sub_401101,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_3_x86_O3,frame_dummy,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,0,0
arm_stack_safe_3_x86_O3,sub_401116,1,1,0,0,0,0,0,0,1,1.0,1,1,0,0,0,0
arm_stack_safe_3_x86_O3,safe,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,1,0
arm_stack_safe_4_x86_O0,sub_401020,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_4_x86_O0,sub_40102c,1,1,0,0,0,0,0,0,1,1.0,1,1,0,0,0,0
arm_stack_safe_4_x86_O0,sub_401061,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_safe_4_x86_O0,sub_401062,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_4_x86_O0,sub_401071,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_4_x86_O0,sub_40109e,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_safe_4_x86_O0,sub_4010a1,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_4_x86_O0,sub_4010e1,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_4_x86_O0,sub_40110f,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_safe_4_x86_O0,sub_401111,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_4_x86_O0,frame_dummy,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,0,0
arm_stack_safe_4_x86_O0,safe,10,1,0,1,0,1,1,0,1,10.0,10,3,3,0,0,0
arm_stack_safe_4_x86_O0,sub_40114a,4,1,0,0,0,0,0,0,1,4.0,4,1,1,0,1,0
arm_stack_safe_4_x86_O0,main,15,3,2,1,0,0,0,0,1,5.0,7,5,4,1,1,0
arm_stack_safe_4_x86_O1,sub_401041,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_safe_4_x86_O1,sub_401042,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_4_x86_O1,sub_401051,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_4_x86_O1,sub_40107e,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_safe_4_x86_O1,sub_401081,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_4_x86_O1,sub_4010c1,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_4_x86_O1,sub_4010ef,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_safe_4_x86_O1,sub_4010f1,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_4_x86_O1,frame_dummy,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,0,0
arm_stack_safe_4_x86_O1,safe,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,1,0
arm_stack_safe_4_x86_O1,main,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,1,0
arm_stack_safe_4_x86_O2,main,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,1,0
arm_stack_safe_4_x86_O2,sub_401023,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_4_x86_O2,sub_401051,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_safe_4_x86_O2,sub_401052,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_4_x86_O2,sub_401061,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_4_x86_O2,sub_40108e,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_safe_4_x86_O2,sub_401091,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_4_x86_O2,sub_4010d1,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_4_x86_O2,sub_4010ff,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_safe_4_x86_O2,sub_401101,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_safe_4_x86_O2,frame_dummy,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,0,0
arm_stack_safe_4_x86_O2,sub_401116,1,1,0,0,0,0,0,0,1,1.0,1,1,0,0,0,0
