filename,label
double_free_vuln_5_x86_O3,1
double_free_vuln_6_x86_O0,1
double_free_vuln_6_x86_O1,1
double_free_vuln_6_x86_O2,1
double_free_vuln_6_x86_O3,1
double_free_vuln_7_x86_O0,1
double_free_vuln_7_x86_O1,1
double_free_vuln_7_x86_O2,1
double_free_vuln_7_x86_O3,1
double_free_vuln_8_x86_O0,1
double_free_vuln_8_x86_O1,1
double_free_vuln_8_x86_O2,1
double_free_vuln_8_x86_O3,1
double_free_vuln_9_x86_O0,1
double_free_vuln_9_x86_O1,1
double_free_vuln_9_x86_O2,1
double_free_vuln_9_x86_O3,1
double_free_safe_0_x86_O0,0
double_free_safe_0_x86_O1,0
double_free_safe_0_x86_O2,0
double_free_safe_0_x86_O3,0
double_free_safe_1_x86_O0,0
double_free_safe_1_x86_O1,0
double_free_safe_1_x86_O2,0
double_free_safe_1_x86_O3,0
double_free_safe_2_x86_O0,0
double_free_safe_2_x86_O1,0
double_free_safe_2_x86_O2,0
double_free_safe_2_x86_O3,0
double_free_safe_3_x86_O0,0
double_free_safe_3_x86_O1,0
double_free_safe_3_x86_O2,0
double_free_safe_3_x86_O3,0
double_free_safe_4_x86_O0,0
double_free_safe_4_x86_O1,0
double_free_safe_4_x86_O2,0
double_free_safe_4_x86_O3,0
double_free_safe_5_x86_O0,0
double_free_safe_5_x86_O1,0
double_free_safe_5_x86_O2,0
double_free_safe_5_x86_O3,0
double_free_safe_6_x86_O0,0
double_free_safe_6_x86_O1,0
double_free_safe_6_x86_O2,0
double_free_safe_6_x86_O3,0
double_free_safe_7_x86_O0,0
double_free_safe_7_x86_O1,0
double_free_safe_7_x86_O2,0
double_free_safe_7_x86_O3,0
double_free_safe_8_x86_O0,0
double_free_safe_8_x86_O1,0
double_free_safe_8_x86_O2,0
double_free_safe_8_x86_O3,0
double_free_safe_9_x86_O0,0
double_free_safe_9_x86_O1,0
double_free_safe_9_x86_O2,0
double_free_safe_9_x86_O3,0
use_after_free_vuln_0_x86_O0,1
use_after_free_vuln_0_x86_O1,1
use_after_free_vuln_0_x86_O2,1
use_after_free_vuln_0_x86_O3,1
use_after_free_vuln_1_x86_O0,1
use_after_free_vuln_1_x86_O1,1
use_after_free_vuln_1_x86_O2,1
use_after_free_vuln_1_x86_O3,1
use_after_free_vuln_2_x86_O0,1
use_after_free_vuln_2_x86_O1,1
use_after_free_vuln_2_x86_O2,1
use_after_free_vuln_2_x86_O3,1
use_after_free_vuln_3_x86_O0,1
use_after_free_vuln_3_x86_O1,1
use_after_free_vuln_3_x86_O2,1
use_after_free_vuln_3_x86_O3,1
use_after_free_vuln_4_x86_O0,1
use_after_free_vuln_4_x86_O1,1
use_after_free_vuln_4_x86_O2,1
use_after_free_vuln_4_x86_O3,1
use_after_free_vuln_5_x86_O0,1
use_after_free_vuln_5_x86_O1,1
use_after_free_vuln_5_x86_O2,1
use_after_free_vuln_5_x86_O3,1
use_after_free_vuln_6_x86_O0,1
use_after_free_vuln_6_x86_O1,1
use_after_free_vuln_6_x86_O2,1
use_after_free_vuln_6_x86_O3,1
use_after_free_vuln_7_x86_O0,1
use_after_free_vuln_7_x86_O1,1
use_after_free_vuln_7_x86_O2,1
use_after_free_vuln_7_x86_O3,1
use_after_free_vuln_8_x86_O0,1
use_after_free_vuln_8_x86_O1,1
use_after_free_vuln_8_x86_O2,1
use_after_free_vuln_8_x86_O3,1
use_after_free_vuln_9_x86_O0,1
use_after_free_vuln_9_x86_O1,1
use_after_free_vuln_9_x86_O2,1
use_after_free_vuln_9_x86_O3,1
use_after_free_safe_0_x86_O0,0
use_after_free_safe_0_x86_O1,0
use_after_free_safe_0_x86_O2,0
use_after_free_safe_0_x86_O3,0
use_after_free_safe_1_x86_O0,0
use_after_free_safe_1_x86_O1,0
use_after_free_safe_1_x86_O2,0
use_after_free_safe_1_x86_O3,0
use_after_free_safe_2_x86_O0,0
use_after_free_safe_2_x86_O1,0
use_after_free_safe_2_x86_O2,0
use_after_free_safe_2_x86_O3,0
use_after_free_safe_3_x86_O0,0
use_after_free_safe_3_x86_O1,0
use_after_free_safe_3_x86_O2,0
use_after_free_safe_3_x86_O3,0
use_after_free_safe_4_x86_O0,0
use_after_free_safe_4_x86_O1,0
use_after_free_safe_4_x86_O2,0
use_after_free_safe_4_x86_O3,0
use_after_free_safe_5_x86_O0,0
use_after_free_safe_5_x86_O1,0
use_after_free_safe_5_x86_O2,0
use_after_free_safe_5_x86_O3,0
use_after_free_safe_6_x86_O0,0
use_after_free_safe_6_x86_O1,0
use_after_free_safe_6_x86_O2,0
use_after_free_safe_6_x86_O3,0
use_after_free_safe_7_x86_O0,0
use_after_free_safe_7_x86_O1,0
use_after_free_safe_7_x86_O2,0
use_after_free_safe_7_x86_O3,0
use_after_free_safe_8_x86_O0,0
use_after_free_safe_8_x86_O1,0
use_after_free_safe_8_x86_O2,0
use_after_free_safe_8_x86_O3,0
use_after_free_safe_9_x86_O0,0
use_after_free_safe_9_x86_O1,0
use_after_free_safe_9_x86_O2,0
use_after_free_safe_9_x86_O3,0
int_overflow_vuln_0_x86_O0,1
int_overflow_vuln_0_x86_O1,1
int_overflow_vuln_0_x86_O2,1
int_overflow_vuln_0_x86_O3,1
int_overflow_vuln_1_x86_O0,1
int_overflow_vuln_1_x86_O1,1
int_overflow_vuln_1_x86_O2,1
int_overflow_vuln_1_x86_O3,1
int_overflow_vuln_2_x86_O0,1
int_overflow_vuln_2_x86_O1,1
int_overflow_vuln_2_x86_O2,1
int_overflow_vuln_2_x86_O3,1
int_overflow_vuln_3_x86_O0,1
int_overflow_vuln_3_x86_O1,1
int_overflow_vuln_3_x86_O2,1
int_overflow_vuln_3_x86_O3,1
int_overflow_vuln_4_x86_O0,1
int_overflow_vuln_4_x86_O1,1
int_overflow_vuln_4_x86_O2,1
int_overflow_vuln_4_x86_O3,1
int_overflow_vuln_5_x86_O0,1
int_overflow_vuln_5_x86_O1,1
int_overflow_vuln_5_x86_O2,1
int_overflow_vuln_5_x86_O3,1
int_overflow_vuln_6_x86_O0,1
int_overflow_vuln_6_x86_O1,1
int_overflow_vuln_6_x86_O2,1
int_overflow_vuln_6_x86_O3,1
int_overflow_vuln_7_x86_O0,1
int_overflow_vuln_7_x86_O1,1
int_overflow_vuln_7_x86_O2,1
int_overflow_vuln_7_x86_O3,1
int_overflow_vuln_8_x86_O0,1
int_overflow_vuln_8_x86_O1,1
int_overflow_vuln_8_x86_O2,1
int_overflow_vuln_8_x86_O3,1
int_overflow_vuln_9_x86_O0,1
int_overflow_vuln_9_x86_O1,1
int_overflow_vuln_9_x86_O2,1
int_overflow_vuln_9_x86_O3,1
int_safe_0_x86_O0,0
int_safe_0_x86_O1,0
int_safe_0_x86_O2,0
int_safe_0_x86_O3,0
int_safe_1_x86_O0,0
int_safe_1_x86_O1,0
int_safe_1_x86_O2,0
int_safe_1_x86_O3,0
int_safe_2_x86_O0,0
int_safe_2_x86_O1,0
int_safe_2_x86_O2,0
int_safe_2_x86_O3,0
int_safe_3_x86_O0,0
int_safe_3_x86_O1,0
int_safe_3_x86_O2,0
int_safe_3_x86_O3,0
int_safe_4_x86_O0,0
int_safe_4_x86_O1,0
int_safe_4_x86_O2,0
int_safe_4_x86_O3,0
int_safe_5_x86_O0,0
int_safe_5_x86_O1,0
int_safe_5_x86_O2,0
int_safe_5_x86_O3,0
int_safe_6_x86_O0,0
int_safe_6_x86_O1,0
int_safe_6_x86_O2,0
int_safe_6_x86_O3,0
int_safe_7_x86_O0,0
int_safe_7_x86_O1,0
int_safe_7_x86_O2,0
int_safe_7_x86_O3,0
int_safe_8_x86_O0,0
int_safe_8_x86_O1,0
int_safe_8_x86_O2,0
int_safe_8_x86_O3,0
int_safe_9_x86_O0,0
int_safe_9_x86_O1,0
int_safe_9_x86_O2,0
int_safe_9_x86_O3,0
null_deref_vuln_0_x86_O0,1
null_deref_vuln_0_x86_O1,1
null_deref_vuln_0_x86_O2,1
null_deref_vuln_0_x86_O3,1
null_deref_vuln_1_x86_O0,1
null_deref_vuln_1_x86_O1,1
null_deref_vuln_1_x86_O2,1
null_deref_vuln_1_x86_O3,1
null_deref_vuln_2_x86_O0,1
null_deref_vuln_2_x86_O1,1
null_deref_vuln_2_x86_O2,1
null_deref_vuln_2_x86_O3,1
null_deref_vuln_3_x86_O0,1
null_deref_vuln_3_x86_O1,1
null_deref_vuln_3_x86_O2,1
null_deref_vuln_3_x86_O3,1
null_deref_vuln_4_x86_O0,1
null_deref_vuln_4_x86_O1,1
null_deref_vuln_4_x86_O2,1
null_deref_vuln_4_x86_O3,1
null_deref_vuln_5_x86_O0,1
null_deref_vuln_5_x86_O1,1
null_deref_vuln_5_x86_O2,1
null_deref_vuln_5_x86_O3,1
null_deref_vuln_6_x86_O0,1
null_deref_vuln_6_x86_O1,1
null_deref_vuln_6_x86_O2,1
null_deref_vuln_6_x86_O3,1
null_deref_vuln_7_x86_O0,1
null_deref_vuln_7_x86_O1,1
null_deref_vuln_7_x86_O2,1
null_deref_vuln_7_x86_O3,1
null_deref_vuln_8_x86_O0,1
null_deref_vuln_8_x86_O1,1
null_deref_vuln_8_x86_O2,1
null_deref_vuln_8_x86_O3,1
null_deref_vuln_9_x86_O0,1
null_deref_vuln_9_x86_O1,1
null_deref_vuln_9_x86_O2,1
null_deref_vuln_9_x86_O3,1
null_deref_safe_0_x86_O0,0
null_deref_safe_0_x86_O1,0
null_deref_safe_0_x86_O2,0
null_deref_safe_0_x86_O3,0
null_deref_safe_1_x86_O0,0
null_deref_safe_1_x86_O1,0
null_deref_safe_1_x86_O2,0
null_deref_safe_1_x86_O3,0
null_deref_safe_2_x86_O0,0
null_deref_safe_2_x86_O1,0
null_deref_safe_2_x86_O2,0
null_deref_safe_2_x86_O3,0
null_deref_safe_3_x86_O0,0
null_deref_safe_3_x86_O1,0
null_deref_safe_3_x86_O2,0
null_deref_safe_3_x86_O3,0
null_deref_safe_4_x86_O0,0
null_deref_safe_4_x86_O1,0
null_deref_safe_4_x86_O2,0
null_deref_safe_4_x86_O3,0
null_deref_safe_5_x86_O0,0
null_deref_safe_5_x86_O1,0
null_deref_safe_5_x86_O2,0
null_deref_safe_5_x86_O3,0
null_deref_safe_6_x86_O0,0
null_deref_safe_6_x86_O1,0
null_deref_safe_6_x86_O2,0
null_deref_safe_6_x86_O3,0
null_deref_safe_7_x86_O0,0
null_deref_safe_7_x86_O1,0
null_deref_safe_7_x86_O2,0
null_deref_safe_7_x86_O3,0
null_deref_safe_8_x86_O0,0
null_deref_safe_8_x86_O1,0
null_deref_safe_8_x86_O2,0
null_deref_safe_8_x86_O3,0
null_deref_safe_9_x86_O0,0
null_deref_safe_9_x86_O1,0
null_deref_safe_9_x86_O2,0
null_deref_safe_9_x86_O3,0
oob_vuln_0_x86_O0,1
oob_vuln_0_x86_O1,1
oob_vuln_0_x86_O2,1
oob_vuln_0_x86_O3,1
oob_vuln_1_x86_O0,1
oob_vuln_1_x86_O1,1
oob_vuln_1_x86_O2,1
oob_vuln_1_x86_O3,1
oob_vuln_2_x86_O0,1
oob_vuln_2_x86_O1,1
oob_vuln_2_x86_O2,1
oob_vuln_2_x86_O3,1
oob_vuln_3_x86_O0,1
oob_vuln_3_x86_O1,1
oob_vuln_3_x86_O2,1
oob_vuln_3_x86_O3,1
oob_vuln_4_x86_O0,1
oob_vuln_4_x86_O1,1
oob_vuln_4_x86_O2,1
oob_vuln_4_x86_O3,1
oob_vuln_5_x86_O0,1
oob_vuln_5_x86_O1,1
oob_vuln_5_x86_O2,1
oob_vuln_5_x86_O3,1
oob_vuln_6_x86_O0,1
oob_vuln_6_x86_O1,1
oob_vuln_6_x86_O2,1
oob_vuln_6_x86_O3,1
oob_vuln_7_x86_O0,1
oob_vuln_7_x86_O1,1
oob_vuln_7_x86_O2,1
oob_vuln_7_x86_O3,1
oob_vuln_8_x86_O0,1
oob_vuln_8_x86_O1,1
oob_vuln_8_x86_O2,1
oob_vuln_8_x86_O3,1
oob_vuln_9_x86_O0,1
oob_vuln_9_x86_O1,1
oob_vuln_9_x86_O2,1
oob_vuln_9_x86_O3,1
oob_safe_0_x86_O0,0
oob_safe_0_x86_O1,0
oob_safe_0_x86_O2,0
oob_safe_0_x86_O3,0
oob_safe_1_x86_O0,0
oob_safe_1_x86_O1,0
oob_safe_1_x86_O2,0
oob_safe_1_x86_O3,0
oob_safe_2_x86_O0,0
oob_safe_2_x86_O1,0
oob_safe_2_x86_O2,0
oob_safe_2_x86_O3,0
oob_safe_3_x86_O0,0
oob_safe_3_x86_O1,0
oob_safe_3_x86_O2,0
oob_safe_3_x86_O3,0
oob_safe_4_x86_O0,0
oob_safe_4_x86_O1,0
oob_safe_4_x86_O2,0
oob_safe_4_x86_O3,0
oob_safe_5_x86_O0,0
oob_safe_5_x86_O1,0
oob_safe_5_x86_O2,0
oob_safe_5_x86_O3,0
oob_safe_6_x86_O0,0
oob_safe_6_x86_O1,0
oob_safe_6_x86_O2,0
oob_safe_6_x86_O3,0
oob_safe_7_x86_O0,0
oob_safe_7_x86_O1,0
oob_safe_7_x86_O2,0
oob_safe_7_x86_O3,0
oob_safe_8_x86_O0,0
oob_safe_8_x86_O1,0
oob_safe_8_x86_O2,0
oob_safe_8_x86_O3,0
oob_safe_9_x86_O0,0
oob_safe_9_x86_O1,0
oob_safe_9_x86_O2,0
oob_safe_9_x86_O3,0
race_vuln_0_x86_O0,1
race_vuln_0_x86_O1,1
race_vuln_0_x86_O2,1
race_vuln_0_x86_O3,1
race_vuln_1_x86_O0,1
race_vuln_1_x86_O1,1
race_vuln_1_x86_O2,1
race_vuln_1_x86_O3,1
race_vuln_2_x86_O0,1
race_vuln_2_x86_O1,1
race_vuln_2_x86_O2,1
race_vuln_2_x86_O3,1
race_vuln_3_x86_O0,1
race_vuln_3_x86_O1,1
race_vuln_3_x86_O2,1
race_vuln_3_x86_O3,1
race_vuln_4_x86_O0,1
race_vuln_4_x86_O1,1
race_vuln_4_x86_O2,1
race_vuln_4_x86_O3,1
race_vuln_5_x86_O0,1
race_vuln_5_x86_O1,1
race_vuln_5_x86_O2,1
race_vuln_5_x86_O3,1
race_vuln_6_x86_O0,1
race_vuln_6_x86_O1,1
race_vuln_6_x86_O2,1
race_vuln_6_x86_O3,1
race_vuln_7_x86_O0,1
race_vuln_7_x86_O1,1
race_vuln_7_x86_O2,1
race_vuln_7_x86_O3,1
race_vuln_8_x86_O0,1
race_vuln_8_x86_O1,1
race_vuln_8_x86_O2,1
race_vuln_8_x86_O3,1
race_vuln_9_x86_O0,1
race_vuln_9_x86_O1,1
race_vuln_9_x86_O2,1
race_vuln_9_x86_O3,1
race_safe_0_x86_O0,0
race_safe_0_x86_O1,0
race_safe_0_x86_O2,0
race_safe_0_x86_O3,0
race_safe_1_x86_O0,0
race_safe_1_x86_O1,0
race_safe_1_x86_O2,0
race_safe_1_x86_O3,0
race_safe_2_x86_O0,0
race_safe_2_x86_O1,0
race_safe_2_x86_O2,0
race_safe_2_x86_O3,0
race_safe_3_x86_O0,0
race_safe_3_x86_O1,0
race_safe_3_x86_O2,0
race_safe_3_x86_O3,0
race_safe_4_x86_O0,0
race_safe_4_x86_O1,0
race_safe_4_x86_O2,0
race_safe_4_x86_O3,0
race_safe_5_x86_O0,0
race_safe_5_x86_O1,0
race_safe_5_x86_O2,0
race_safe_5_x86_O3,0
race_safe_6_x86_O0,0
race_safe_6_x86_O1,0
race_safe_6_x86_O2,0
race_safe_6_x86_O3,0
race_safe_7_x86_O0,0
race_safe_7_x86_O1,0
race_safe_7_x86_O2,0
race_safe_7_x86_O3,0
race_safe_8_x86_O0,0
race_safe_8_x86_O1,0
race_safe_8_x86_O2,0
race_safe_8_x86_O3,0
race_safe_9_x86_O0,0
race_safe_9_x86_O1,0
race_safe_9_x86_O2,0
race_safe_9_x86_O3,0
cmd_injection_vuln_0_x86_O0,1
cmd_injection_vuln_0_x86_O1,1
cmd_injection_vuln_0_x86_O2,1
cmd_injection_vuln_0_x86_O3,1
cmd_injection_vuln_1_x86_O0,1
cmd_injection_vuln_1_x86_O1,1
cmd_injection_vuln_1_x86_O2,1
cmd_injection_vuln_1_x86_O3,1
cmd_injection_vuln_2_x86_O0,1
cmd_injection_vuln_2_x86_O1,1
cmd_injection_vuln_2_x86_O2,1
cmd_injection_vuln_2_x86_O3,1
cmd_injection_vuln_3_x86_O0,1
cmd_injection_vuln_3_x86_O1,1
cmd_injection_vuln_3_x86_O2,1
cmd_injection_vuln_3_x86_O3,1
cmd_injection_vuln_4_x86_O0,1
cmd_injection_vuln_4_x86_O1,1
cmd_injection_vuln_4_x86_O2,1
cmd_injection_vuln_4_x86_O3,1
cmd_injection_vuln_5_x86_O0,1
cmd_injection_vuln_5_x86_O1,1
cmd_injection_vuln_5_x86_O2,1
cmd_injection_vuln_5_x86_O3,1
cmd_injection_vuln_6_x86_O0,1
cmd_injection_vuln_6_x86_O1,1
cmd_injection_vuln_6_x86_O2,1
cmd_injection_vuln_6_x86_O3,1
cmd_injection_vuln_7_x86_O0,1
cmd_injection_vuln_7_x86_O1,1
cmd_injection_vuln_7_x86_O2,1
cmd_injection_vuln_7_x86_O3,1
cmd_injection_vuln_8_x86_O0,1
cmd_injection_vuln_8_x86_O1,1
cmd_injection_vuln_8_x86_O2,1
cmd_injection_vuln_8_x86_O3,1
cmd_injection_vuln_9_x86_O0,1
cmd_injection_vuln_9_x86_O1,1
cmd_injection_vuln_9_x86_O2,1
cmd_injection_vuln_9_x86_O3,1
cmd_injection_safe_0_x86_O0,0
cmd_injection_safe_0_x86_O1,0
cmd_injection_safe_0_x86_O2,0
cmd_injection_safe_0_x86_O3,0
cmd_injection_safe_1_x86_O0,0
cmd_injection_safe_1_x86_O1,0
cmd_injection_safe_1_x86_O2,0
cmd_injection_safe_1_x86_O3,0
cmd_injection_safe_2_x86_O0,0
cmd_injection_safe_2_x86_O1,0
cmd_injection_safe_2_x86_O2,0
cmd_injection_safe_2_x86_O3,0
cmd_injection_safe_3_x86_O0,0
cmd_injection_safe_3_x86_O1,0
cmd_injection_safe_3_x86_O2,0
cmd_injection_safe_3_x86_O3,0
cmd_injection_safe_4_x86_O0,0
cmd_injection_safe_4_x86_O1,0
cmd_injection_safe_4_x86_O2,0
cmd_injection_safe_4_x86_O3,0
cmd_injection_safe_5_x86_O0,0
cmd_injection_safe_5_x86_O1,0
cmd_injection_safe_5_x86_O2,0
cmd_injection_safe_5_x86_O3,0
cmd_injection_safe_6_x86_O0,0
cmd_injection_safe_6_x86_O1,0
cmd_injection_safe_6_x86_O2,0
